Date,SP500,US1.3.Year,US7.10.Year,US20.Year,Broad.Commodity,Aggregated.Bonds,IG.Corporate
26/03/2004,-0.001019174000 ,-0.000963563000 ,-0.006374490000 ,-0.010636030000 ,NA,-0.003453913000 ,-0.007459102000 
,,,,,,,
29/03/2004,0.012920797000 ,-0.000723388000 ,-0.004234177000 ,-0.006705423000 ,NA,-0.001827734000 ,0.001584228000 
,,,,,,,
30/03/2004,0.004027647000 ,-0.000120533000 ,0.000344046000 ,-0.000672989000 ,NA,-0.003955473000 ,-0.002465432000 
,,,,,,,
31/03/2004,-0.000701256000 ,0.000723378000 ,0.003661750000 ,0.004813352000 ,NA,0.004821610000 ,0.003608012000 
,,,,,,,
01/04/2004,0.005278205000 ,-0.002655094000 ,-0.005382834000 ,-0.007172495000 ,NA,-0.002022236000 ,-0.004225314000 
,,,,,,,
02/04/2004,0.008478590000 ,-0.003510699000 ,-0.018661810000 ,-0.025055461000 ,NA,-0.009199668000 ,-0.015737200000 
,,,,,,,
05/04/2004,0.007642651000 ,-0.000970663000 ,-0.004926095000 ,-0.007873145000 ,NA,-0.006147831000 ,-0.005030978000 
,,,,,,,
06/04/2004,-0.002096734000 ,0.001213223000 ,0.003521072000 ,0.005448353000 ,NA,0.002834595000 ,0.004672522000 
,,,,,,,
07/04/2004,-0.006667599000 ,0.000242417000 ,0.000117193000 ,-0.002314781000 ,NA,-0.002443197000 ,0.000268893000 
,,,,,,,
08/04/2004,-0.001061546000 ,0.000000000000 ,-0.001876220000 ,-0.002901075000 ,NA,0.000586961000 ,0.000985354000 
,,,,,,,
12/04/2004,0.005147706000 ,-0.000970192000 ,-0.003174011000 ,-0.003609120000 ,NA,-0.000293403000 ,-0.006106889000 
,,,,,,,
13/04/2004,-0.013857369000 ,-0.001335519000 ,-0.007801494000 ,-0.010906001000 ,NA,-0.001762287000 ,-0.006325740000 
,,,,,,,
14/04/2004,-0.001124992000 ,-0.001702335000 ,-0.000712227000 ,-0.000825715000 ,NA,-0.002944094000 ,-0.001360675000 
,,,,,,,
15/04/2004,0.000593637000 ,0.000608346000 ,-0.001426061000 ,-0.005917878000 ,NA,-0.001475309000 ,-0.004184551000 
,,,,,,,
16/04/2004,0.005098440000 ,0.001336992000 ,0.003679819000 ,0.003791474000 ,NA,0.002752105000 ,0.005726553000 
,,,,,,,
19/04/2004,0.001065843000 ,-0.001215350000 ,-0.002610062000 ,-0.002130947000 ,NA,-0.001276796000 ,-0.001814434000 
,,,,,,,
20/04/2004,-0.015679254000 ,-0.002313290000 ,-0.007272759000 ,-0.009167229000 ,NA,-0.003248534000 ,-0.006559129000 
,,,,,,,
21/04/2004,0.005298234000 ,0.000121909000 ,0.002032133000 ,0.004891688000 ,NA,-0.002369182000 ,0.000822219000 
,,,,,,,
22/04/2004,0.013993115000 ,0.001461394000 ,0.003933048000 ,0.005933327000 ,NA,0.003650209000 ,0.005464476000 
,,,,,,,
23/04/2004,0.000587514000 ,-0.002071000000 ,-0.004171876000 ,-0.005695269000 ,NA,-0.001971464000 ,-0.004277993000 
,,,,,,,
26/04/2004,-0.004454891000 ,0.000121968000 ,-0.000119477000 ,0.001664475000 ,NA,-0.000296028000 ,0.000091200000 
,,,,,,,
27/04/2004,0.002269451000 ,0.001218608000 ,0.003934455000 ,0.003794171000 ,NA,0.002464391000 ,0.004731628000 
,,,,,,,
28/04/2004,-0.013890789000 ,-0.002072527000 ,-0.006566048000 ,-0.009393102000 ,NA,-0.004638110000 ,-0.006100688000 
,,,,,,,
29/04/2004,-0.007619783000 ,-0.000122072000 ,-0.002278255000 ,-0.004909848000 ,NA,-0.002872569000 ,-0.004485320000 
,,,,,,,
30/04/2004,-0.005933743000 ,0.000488115000 ,0.002398047000 ,0.004073277000 ,NA,-0.000297624000 ,0.000000000000 
,,,,,,,
03/05/2004,0.009160426000 ,-0.000976468000 ,-0.003599320000 ,-0.002633798000 ,NA,-0.004176182000 ,-0.002664105000 
,,,,,,,
04/05/2004,0.001841773000 ,-0.000244211000 ,-0.002888760000 ,-0.006856345000 ,NA,0.001791937000 ,-0.003317067000 
,,,,,,,
05/05/2004,0.001766988000 ,-0.000366587000 ,-0.002292911000 ,-0.002779901000 ,NA,-0.001293824000 ,-0.001477750000 
,,,,,,,
06/05/2004,-0.006745695000 ,-0.000244360000 ,-0.000966941000 ,-0.002666357000 ,NA,-0.003092177000 ,-0.004539403000 
,,,,,,,
07/05/2004,-0.013820538000 ,-0.004164084000 ,-0.012411987000 ,-0.013193472000 ,NA,-0.008527747000 ,-0.013084243000 
,,,,,,,
10/05/2004,-0.010595625000 ,0.000490724000 ,-0.000244869000 ,-0.002339219000 ,NA,-0.001512498000 ,-0.007459559000 
,,,,,,,
11/05/2004,0.007633200000 ,0.000122686000 ,0.001957617000 ,0.004550251000 ,NA,0.002519528000 ,0.001988345000 
,,,,,,,
12/05/2004,0.001669224000 ,0.000245327000 ,-0.001467841000 ,-0.006647827000 ,NA,-0.001410143000 ,0.000378296000 
,,,,,,,
13/05/2004,-0.000765903000 ,-0.000490629000 ,-0.003065042000 ,-0.003836364000 ,NA,-0.000201583000 ,-0.005309123000 
,,,,,,,
14/05/2004,-0.000675130000 ,0.001593589000 ,0.005021702000 ,0.008150156000 ,NA,0.000201583000 ,0.006065210000 
,,,,,,,
17/05/2004,-0.010643256000 ,0.001346484000 ,0.006454373000 ,0.008816036000 ,NA,0.005027157000 ,0.004807041000 
,,,,,,,
18/05/2004,0.006793599000 ,-0.000979097000 ,-0.001944059000 ,-0.003908641000 ,NA,0.000501359000 ,0.001409462000 
,,,,,,,
19/05/2004,-0.002577723000 ,-0.000489908000 ,-0.004632521000 ,-0.003309804000 ,NA,-0.001705604000 ,-0.003291778000 
,,,,,,,
20/05/2004,0.000468244000 ,0.000489908000 ,0.004997317000 ,0.007705964000 ,NA,0.002707497000 ,0.005542745000 
,,,,,,,
21/05/2004,0.004004237000 ,0.000000000000 ,-0.002190848000 ,-0.004029088000 ,NA,-0.001603568000 ,-0.000843488000 
,,,,,,,
24/05/2004,0.001690270000 ,0.000244907000 ,0.000730780000 ,0.003175794000 ,NA,0.000802106000 ,0.004023774000 
,,,,,,,
25/05/2004,0.015975285000 ,0.000000000000 ,0.000365293000 ,0.002922530000 ,NA,-0.000300697000 ,0.001026742000 
,,,,,,,
26/05/2004,0.001696500000 ,0.001834453000 ,0.004977804000 ,0.005335957000 ,NA,0.002503130000 ,0.004467996000 
,,,,,,,
27/05/2004,0.005670377000 ,0.000488651000 ,0.005435088000 ,0.007830918000 ,NA,0.004788547000 ,0.004540674000 
,,,,,,,
28/05/2004,-0.000535224000 ,-0.000366445000 ,-0.002774213000 ,-0.002763975000 ,NA,-0.003489421000 ,-0.001480422000 
,,,,,,,
01/06/2004,0.000463804000 ,-0.002936464000 ,-0.008369301000 ,-0.013081594000 ,NA,-0.004303665000 ,-0.009395874000 
,,,,,,,
02/06/2004,0.003374641000 ,-0.000612895000 ,-0.001706681000 ,-0.002563622000 ,NA,0.000401133000 ,-0.002620488000 
,,,,,,,
03/06/2004,-0.007449948000 ,0.000245237000 ,0.001584846000 ,0.002075891000 ,NA,-0.000401133000 ,0.002620488000 
,,,,,,,
04/06/2004,0.005234151000 ,-0.001594860000 ,-0.004150348000 ,-0.005872331000 ,NA,-0.002108530000 ,-0.003558028000 
,,,,,,,
07/06/2004,0.015838314000 ,0.000368330000 ,0.001466850000 ,0.000245332000 ,NA,0.001004601000 ,0.001312327000 
,,,,,,,
08/06/2004,0.001542110000 ,0.000122661000 ,-0.000244381000 ,0.001838361000 ,NA,-0.002412769000 ,0.000093700000 
,,,,,,,
09/06/2004,-0.009544871000 ,-0.001596525000 ,-0.002936464000 ,-0.004294724000 ,NA,0.000301907000 ,-0.004412126000 
,,,,,,,
10/06/2004,0.004533049000 ,-0.000122955000 ,0.001102149000 ,0.001965639000 ,NA,-0.001006725000 ,0.000564306000 
,,,,,,,
14/06/2004,-0.009886127000 ,-0.002584764000 ,-0.004907912000 ,-0.008009420000 ,NA,-0.002824281000 ,-0.005090509000 
,,,,,,,
15/06/2004,0.005954008000 ,0.003322119000 ,0.013196599000 ,0.020934828000 ,NA,0.008449014000 ,0.011277293000 
,,,,,,,
16/06/2004,0.001368353000 ,-0.000737356000 ,-0.002187387000 ,-0.003884443000 ,NA,-0.002005184000 ,0.000093400000 
,,,,,,,
17/06/2004,-0.001332983000 ,0.001228489000 ,0.002794183000 ,0.006546283000 ,NA,0.001103375000 ,0.001960383000 
,,,,,,,
18/06/2004,0.002620098000 ,-0.000614001000 ,-0.002064461000 ,-0.002177332000 ,NA,0.001502650000 ,-0.001213129000 
,,,,,,,
21/06/2004,-0.004167162000 ,0.000736792000 ,0.001579071000 ,0.000726268000 ,NA,0.001300425000 ,0.001772499000 
,,,,,,,
22/06/2004,0.003629594000 ,0.000368199000 ,-0.001336006000 ,-0.003029755000 ,NA,-0.000399970000 ,-0.001399077000 
,,,,,,,
23/06/2004,0.008470669000 ,0.000245448000 ,0.001457409000 ,0.001940149000 ,NA,-0.000800340000 ,-0.000653555000 
,,,,,,,
24/06/2004,-0.002985094000 ,0.000980920000 ,0.003875962000 ,0.006038665000 ,NA,0.003796178000 ,0.003263540000 
,,,,,,,
25/06/2004,-0.005467927000 ,0.000122581000 ,0.000483454000 ,0.000962739000 ,NA,-0.000299167000 ,0.000744482000 
,,,,,,,
28/06/2004,-0.000952542000 ,-0.002331073000 ,-0.007398008000 ,-0.010277559000 ,NA,-0.003296891000 ,-0.007001195000 
,,,,,,,
29/06/2004,0.002511490000 ,0.000982124000 ,0.004736168000 ,0.006300045000 ,NA,-0.001802885000 ,0.007001195000 
,,,,,,,
30/06/2004,0.004075485000 ,0.002696092000 ,0.006159836000 ,0.010213354000 ,NA,0.007888612000 ,0.001858709000 
,,,,,,,
01/07/2004,-0.010485716000 ,-0.001592223000 ,-0.001325393000 ,-0.002154153000 ,NA,-0.001891613000 ,0.000928130000 
,,,,,,,
02/07/2004,-0.003158326000 ,0.002693122000 ,0.008523972000 ,0.010487487000 ,NA,0.006357427000 ,0.006933238000 
,,,,,,,
06/07/2004,-0.008181777000 ,-0.000244578000 ,-0.001914611000 ,-0.001661118000 ,NA,-0.000693378000 ,-0.002305742000 
,,,,,,,
07/07/2004,0.001897478000 ,0.000122296000 ,0.000478997000 ,0.000356177000 ,NA,-0.000594677000 ,0.000830643000 
,,,,,,,
08/07/2004,-0.008278583000 ,0.000366714000 ,0.000119734000 ,0.000593402000 ,NA,0.001090026000 ,0.000553385000 
,,,,,,,
09/07/2004,0.003330523000 ,0.000000000000 ,0.001674429000 ,0.001067125000 ,NA,-0.002975632000 ,0.000368775000 
,,,,,,,
12/07/2004,0.001382853000 ,0.000366567000 ,0.001194303000 ,0.001421163000 ,NA,0.002975632000 ,0.002025793000 
,,,,,,,
13/07/2004,0.000708717000 ,-0.000733280000 ,-0.002150807000 ,-0.002962965000 ,NA,-0.001090026000 ,-0.001933604000 
,,,,,,,
14/07/2004,-0.003296534000 ,-0.000366848000 ,-0.000478583000 ,0.000356008000 ,NA,0.000594677000 ,0.000460751000 
,,,,,,,
15/07/2004,-0.004309912000 ,0.000000000000 ,-0.000478825000 ,0.001067347000 ,NA,-0.001884404000 ,-0.002028782000 
,,,,,,,
16/07/2004,-0.004800493000 ,0.001954986000 ,0.009651609000 ,0.013187463000 ,NA,0.006629411000 ,0.009645888000 
,,,,,,,
19/07/2004,-0.000444983000 ,-0.000488413000 ,-0.000237239000 ,0.000701649000 ,NA,-0.001480405000 ,0.000639766000 
,,,,,,,
20/07/2004,0.007033090000 ,-0.001833556000 ,-0.006544868000 ,-0.009041381000 ,NA,-0.002670199000 ,-0.006876030000 
,,,,,,,
21/07/2004,-0.013430125000 ,-0.000244787000 ,-0.002151309000 ,-0.002716543000 ,NA,-0.002379587000 ,-0.000183982000 
,,,,,,,
22/07/2004,0.002702274000 ,0.000244787000 ,0.001195719000 ,0.001418213000 ,NA,0.002181468000 ,-0.002302981000 
,,,,,,,
23/07/2004,-0.009747966000 ,0.000000000000 ,0.002387170000 ,0.003301489000 ,NA,0.002275569000 ,0.004325245000 
,,,,,,,
26/07/2004,-0.001962895000 ,-0.000734455000 ,-0.003463322000 ,-0.004719702000 ,NA,-0.004655558000 ,-0.000551171000 
,,,,,,,
27/07/2004,0.009876633000 ,-0.000857475000 ,-0.007083240000 ,-0.013574857000 ,NA,-0.002286200000 ,-0.007007165000 
,,,,,,,
28/07/2004,0.000538832000 ,0.000612606000 ,0.001565004000 ,0.000119811000 ,NA,0.001491583000 ,-0.002965161000 
,,,,,,,
29/07/2004,0.004563170000 ,0.000244869000 ,0.000961909000 ,0.002275077000 ,NA,-0.002287939000 ,0.003797494000 
,,,,,,,
30/07/2004,0.001171507000 ,0.001468286000 ,0.006826783000 ,0.011652867000 ,NA,0.007342740000 ,0.007093245000 
,,,,,,,
02/08/2004,0.004437752000 ,-0.000978618000 ,-0.002270456000 ,-0.002604085000 ,NA,-0.003466198000 ,-0.001929518000 
,,,,,,,
03/08/2004,-0.006282052000 ,0.000244787000 ,0.002389833000 ,0.004021723000 ,NA,0.001387915000 ,-0.001104279000 
,,,,,,,
04/08/2004,-0.000964315000 ,-0.000122386000 ,-0.000596944000 ,0.000472100000 ,NA,0.002177161000 ,0.002666555000 
,,,,,,,
05/08/2004,-0.016455020000 ,0.000611609000 ,0.002980984000 ,0.002827833000 ,NA,0.000691724000 ,0.001834826000 
,,,,,,,
06/08/2004,-0.015601766000 ,0.003540271000 ,0.013599228000 ,0.016685528000 ,NA,0.006400435000 ,0.008942518000 
,,,,,,,
09/08/2004,0.001174156000 ,-0.000121809000 ,-0.003294097000 ,-0.003477400000 ,NA,0.000686847000 ,0.000181633000 
,,,,,,,
10/08/2004,0.012890470000 ,-0.002440575000 ,-0.004132957000 ,-0.003606181000 ,NA,-0.002651841000 ,-0.003275112000 
,,,,,,,
11/08/2004,-0.003016481000 ,0.001587072000 ,0.003425684000 ,0.004302606000 ,NA,0.000688197000 ,-0.000729207000 
,,,,,,,
12/08/2004,-0.011743886000 ,0.000243896000 ,0.001296341000 ,0.002086485000 ,NA,0.002061745000 ,0.001366875000 
,,,,,,,
13/08/2004,0.001475608000 ,0.000975159000 ,0.001764947000 ,0.003236974000 ,NA,0.001959681000 ,0.003998933000 
,,,,,,,
16/08/2004,0.013562678000 ,-0.000243743000 ,-0.001058602000 ,-0.003468647000 ,NA,-0.001175348000 ,-0.000998240000 
,,,,,,,
17/08/2004,0.002193375000 ,0.000974434000 ,0.004696521000 ,0.005659263000 ,NA,0.002935661000 ,0.005432819000 
,,,,,,,
18/08/2004,0.012366556000 ,-0.000243468000 ,-0.003285313000 ,-0.004848751000 ,NA,-0.003229697000 ,-0.002893835000 
,,,,,,,
19/08/2004,-0.003604160000 ,0.000608619000 ,0.002465017000 ,0.002427314000 ,NA,0.003327425000 ,0.003525746000 
,,,,,,,
20/08/2004,0.006503550000 ,-0.000608619000 ,-0.001995025000 ,-0.000924024000 ,NA,-0.002935374000 ,-0.003616259000 
,,,,,,,
23/08/2004,-0.002433807000 ,-0.000852775000 ,-0.003412382000 ,-0.005794430000 ,NA,0.000293921000 ,-0.001903876000 
,,,,,,,
24/08/2004,0.000465253000 ,0.000487304000 ,0.000942531000 ,0.000580898000 ,NA,0.000097900000 ,-0.000907844000 
,,,,,,,
25/08/2004,0.007968623000 ,-0.000365495000 ,0.000117775000 ,0.003478703000 ,NA,0.000098000000 ,0.004711906000 
,,,,,,,
26/08/2004,0.000117649000 ,0.000974434000 ,0.004347102000 ,0.005655905000 ,NA,0.001859221000 ,0.000632588000 
,,,,,,,
27/08/2004,0.002422255000 ,-0.000365272000 ,-0.001173091000 ,-0.000690812000 ,NA,0.000684095000 ,0.002346103000 
,,,,,,,
30/08/2004,-0.007811828000 ,0.000243497000 ,0.003514977000 ,0.004711333000 ,NA,0.000976448000 ,0.003868129000 
,,,,,,,
31/08/2004,0.004620131000 ,0.001460068000 ,0.004318184000 ,0.006171380000 ,NA,0.000000000000 ,0.004210919000 
,,,,,,,
01/09/2004,0.001511250000 ,-0.001338293000 ,-0.003266152000 ,-0.002966627000 ,NA,0.000487906000 ,-0.005828315000 
,,,,,,,
02/09/2004,0.011150114000 ,-0.001583881000 ,-0.005388943000 ,-0.009876056000 ,NA,-0.004007669000 ,-0.004235522000 
,,,,,,,
03/09/2004,-0.004193716000 ,-0.001342200000 ,-0.002705348000 ,0.000115423000 ,NA,-0.000489787000 ,-0.007887996000 
,,,,,,,
07/09/2004,0.006863816000 ,0.000000000000 ,0.000588696000 ,-0.001039127000 ,NA,-0.000098000000 ,0.005627699000 
,,,,,,,
08/09/2004,-0.004495982000 ,0.001464068000 ,0.005751586000 ,0.008397162000 ,NA,0.003033389000 ,0.004245086000 
,,,,,,,
09/09/2004,0.001888426000 ,0.000121938000 ,-0.001757173000 ,-0.003787254000 ,NA,-0.000977498000 ,0.002070887000 
,,,,,,,
10/09/2004,0.004941400000 ,0.000243832000 ,0.001991192000 ,0.001493618000 ,NA,0.002149288000 ,-0.000539784000 
,,,,,,,
13/09/2004,0.001688997000 ,0.000121809000 ,0.002454264000 ,0.004353369000 ,NA,0.000975410000 ,0.003413865000 
,,,,,,,
14/09/2004,0.002227013000 ,0.000243743000 ,0.000233473000 ,0.001028243000 ,NA,0.001071864000 ,0.000269013000 
,,,,,,,
15/09/2004,-0.007079641000 ,-0.000609384000 ,-0.001050896000 ,-0.002286465000 ,NA,-0.000584481000 ,0.000000000000 
,,,,,,,
16/09/2004,0.002789829000 ,0.001705226000 ,0.005475659000 ,0.011267381000 ,NA,0.003016271000 ,0.005721956000 
,,,,,,,
17/09/2004,0.004484854000 ,-0.001217706000 ,-0.003491659000 ,-0.004992103000 ,NA,-0.004186347000 ,-0.003751326000 
,,,,,,,
20/09/2004,-0.005642666000 ,0.001582724000 ,0.005696754000 ,0.006575265000 ,NA,0.004283515000 ,0.005443778000 
,,,,,,,
21/09/2004,0.006307014000 ,-0.001460860000 ,0.000695307000 ,0.002933569000 ,NA,-0.000291455000 ,0.000355944000 
,,,,,,,
22/09/2004,-0.014035872000 ,0.000974209000 ,0.004046459000 ,0.010311658000 ,NA,0.003298373000 ,0.003552410000 
,,,,,,,
23/09/2004,-0.004680712000 ,-0.001217952000 ,-0.003467352000 ,-0.004022352000 ,NA,-0.003006918000 ,-0.003997385000 
,,,,,,,
24/09/2004,0.001577664000 ,-0.000609447000 ,-0.000115811000 ,0.001230769000 ,NA,0.000291380000 ,-0.000356094000 
,,,,,,,
27/09/2004,-0.005954007000 ,0.000609447000 ,0.002775175000 ,0.004351471000 ,NA,-0.000291380000 ,0.003466507000 
,,,,,,,
28/09/2004,0.005909032000 ,0.000609161000 ,-0.001039755000 ,-0.004016081000 ,NA,0.001650076000 ,-0.000710048000 
,,,,,,,
29/09/2004,0.004260940000 ,-0.001218608000 ,-0.006261627000 ,-0.009772648000 ,NA,-0.005738517000 ,-0.004717262000 
,,,,,,,
30/09/2004,-0.000197448000 ,0.000365730000 ,-0.001047472000 ,-0.003845243000 ,NA,0.001462070000 ,-0.002948352000 
,,,,,,,
01/10/2004,0.015066573000 ,-0.002318666000 ,-0.007010989000 ,-0.009106529000 ,NA,-0.004881869000 ,-0.008266049000 
,,,,,,,
04/10/2004,0.003238272000 ,0.000122204000 ,0.000351709000 ,0.001485517000 ,NA,0.000293575000 ,-0.000631731000 
,,,,,,,
05/10/2004,-0.000608080000 ,0.000122177000 ,0.000000000000 ,0.000000000000 ,NA,-0.000097800000 ,0.004144204000 
,,,,,,,
06/10/2004,0.006650557000 ,-0.000855380000 ,-0.003287534000 ,-0.004577737000 ,NA,-0.001861032000 ,-0.002881059000 
,,,,,,,
07/10/2004,-0.010032226000 ,-0.000366889000 ,-0.001765665000 ,-0.004368291000 ,NA,0.000000000000 ,-0.002166315000 
,,,,,,,
08/10/2004,-0.007555120000 ,0.002564960000 ,0.008446801000 ,0.013161781000 ,NA,0.004889985000 ,0.009711451000 
,,,,,,,
11/10/2004,0.002003090000 ,0.000731594000 ,0.001634178000 ,0.001022831000 ,NA,0.000975115000 ,0.000894437000 
,,,,,,,
12/10/2004,-0.002270516000 ,0.000243717000 ,0.000000000000 ,0.002269084000 ,NA,-0.000975115000 ,0.000536343000 
,,,,,,,
13/10/2004,-0.007327234000 ,0.000730966000 ,0.003609120000 ,0.003619914000 ,NA,0.001462364000 ,0.003834939000 
,,,,,,,
14/10/2004,-0.009346270000 ,0.000243468000 ,0.003480224000 ,0.004731393000 ,NA,0.004762116000 ,0.004086414000 
,,,,,,,
15/10/2004,0.004440373000 ,-0.000365272000 ,-0.003364077000 ,-0.003490068000 ,NA,-0.001843875000 ,-0.004442477000 
,,,,,,,
18/10/2004,0.005238079000 ,0.000121805000 ,0.001509481000 ,0.000451020000 ,NA,-0.000874554000 ,0.001690423000 
,,,,,,,
19/10/2004,-0.009732890000 ,-0.000365471000 ,-0.000348106000 ,0.002589396000 ,NA,0.000486009000 ,-0.000177783000 
,,,,,,,
20/10/2004,0.000389738000 ,0.000852457000 ,0.004516237000 ,0.006835154000 ,NA,0.003492030000 ,0.003284322000 
,,,,,,,
21/10/2004,0.002560874000 ,-0.001217952000 ,-0.001387479000 ,0.000669770000 ,NA,-0.002520798000 ,-0.000886586000 
,,,,,,,
22/10/2004,-0.009762909000 ,0.000974434000 ,0.002772942000 ,0.002340736000 ,NA,0.002424009000 ,-0.000798580000 
,,,,,,,
25/10/2004,-0.000858182000 ,0.000365151000 ,0.001153125000 ,0.000779022000 ,NA,0.001161392000 ,0.002216804000 
,,,,,,,
26/10/2004,0.014769742000 ,-0.000121633000 ,-0.001730135000 ,-0.003008147000 ,NA,-0.002906086000 ,-0.001063479000 
,,,,,,,
27/10/2004,0.012797064000 ,-0.001339760000 ,-0.006137556000 ,-0.009867819000 ,NA,-0.002233809000 ,-0.006047697000 
,,,,,,,
28/10/2004,0.001810974000 ,0.000365552000 ,0.001508967000 ,0.003262657000 ,NA,0.001166097000 ,0.001693507000 
